"","intercept","IKZF1 (10320)","PTPN7 (5778)","RASAL3 (64926)","CD53 (963)","GMFG (9535)","INPP5D (3635)","PTPRC (5788)","CNN3 (1266)","PPIC (5480)","WAS (7454)","SPN (6693)","NCKAP1L (3071)","ITGAL (3683)","TJP1 (7082)","MYO1G (64005)","FAM78A (286336)","KLHL6 (89857)","TRAF3IP3 (80342)","ARHGAP15 (55843)","ARHGAP29 (9411)","TSPAN6 (7105)","TNFAIP8L2 (79626)","AMOTL2 (51421)","ENAH (55740)","PRSS57 (400668)","BTK (695)","SNX20 (124460)","PLEK (5341)","PLS3 (5358)","TMEM132A (54972)","SPI1 (6688)","GAPT (202309)","CD300A (11314)"
"HMCB_SKIN",1,-0.510170705514339,-0.526005354758422,-0.504839534385152,-0.543426071745015,-0.743814069242993,-0.722384265358856,0.655576210819253,0.752671875708786,-0.410759652406146,-0.602741663968424,-0.524692534802386,-0.505942869789658,-0.431215130738272,1.06174979783755,-0.434590051435259,-0.712673163530163,-0.429979034097809,-0.591992231265377,-0.293023743361785,-1.26107074279906,0.980757109364972,-0.336922990351347,0.0552746325655794,0.603824267081844,-0.294264412200355,-0.423994335610183,-0.383623056003365,-0.425807129080812,0.463524312425294,0.606331682884023,-0.404839380757632,-0.299341124816116,-0.32658519816654
"HOS_BONE",1,-0.4763607528253,-0.526005354758422,-0.504839534385152,-0.505668572794506,-0.764212266815222,-0.695999551000731,-0.485465459882019,0.84773790044873,-0.265921459149797,-0.401657388628456,-0.511773414606646,-0.505942869789658,-0.507046927635406,0.97732826840834,-0.45413201021812,-0.78671702729762,-0.45645509726765,-0.528409131907247,-0.557597087540026,0.210218559778673,0.153020873513593,-0.256935696213505,0.550457202532005,0.526453579048088,-0.275672471102475,-0.437673470824913,-0.383623056003365,-0.411967766265523,0.614258024184401,-0.184248531419598,-0.373582225066154,-0.299341124816116,-0.32658519816654
"HPAC_PANCREAS",1,-0.4763607528253,-0.4581229131466,-0.314388151807306,-0.505668572794506,-0.603373106474185,-0.664397527519642,-0.479186899950238,-0.292894081453577,0.155879962822317,-0.514144642056938,-0.486671177763966,-0.48524360667765,-0.431215130738272,0.601537777593351,-0.385042164725243,-0.839402401799821,-0.45645509726765,-0.501818366985172,-0.520027344522765,0.526852923379257,0.561788603649522,-0.479839189497419,0.138462012344385,-0.57114953286156,-0.179518878956392,-0.340817033972707,-0.358937308782149,-0.418853856458992,-0.546686057413021,-0.503017338089381,-0.404839380757632,-0.262008476029709,-0.302801353909071
"HS294T_SKIN",1,-0.489687443726968,-0.479922120265706,-0.463197487516479,0.333412973042532,-0.464113457595426,-0.166291085859701,-0.41949990634932,0.687387926006701,0.203754175251538,-0.525328575130767,-0.416638514632777,-0.48524360667765,-0.507046927635406,-0.405944016730761,-0.193354620358667,0.102730094092356,-0.214589561445088,-0.398416238597886,0.790672017184133,-0.662519880334255,-0.107594443090642,-0.357804942879195,0.124726304428831,0.435738705124022,-0.294264412200355,-0.277141027051124,-0.371219078059683,-0.398392026456987,-0.00826839058043056,1.08844495359144,-0.286555269258153,-0.299341124816116,-0.302801353909071
"HS683_CENTRAL_NERVOUS_SYSTEM",1,-0.44412393717846,-0.447508507951284,-0.439153850874778,-0.436760999971387,-0.231035384676106,-0.583014056816306,-0.324091157491062,0.893965639311623,1.15214444159501,-0.486943509190271,-0.450724771676099,-0.426581728694076,-0.374565428645469,0.313091305301421,-0.421864146263659,-0.681488356307691,-0.404263155262647,-0.469873383280771,-0.385770531480058,0.33221915940447,0.591617116407027,-0.433976124351066,0.287124587662312,0.655446365692358,-0.239557928486058,-0.317016158135493,-0.358937308782149,-0.309979109459117,0.4542708300028,1.32250700481483,-0.286555269258153,-0.286773896820397,-0.302801353909071
"HS695T_SKIN",1,-0.489687443726968,-0.496798206962452,-0.496347000063941,-0.500468199174814,1.07437623750617,-0.405627855955986,-0.436842885420373,0.16997957735026,0.893190280976247,-0.249472830861905,1.96645714307158,-0.505942869789658,-0.437791071599977,-0.328892567459137,-0.409369634053275,-0.450333862625594,-0.429979034097809,0.0289277087832156,-0.498335009064858,-0.419573872484309,-0.0432933878165089,-0.445274359746517,0.510967151572219,0.554337928173591,-0.294264412200355,-0.390874999508241,-0.383623056003365,-0.334140907748285,0.153561137994878,0.325247232440475,-0.33615960795462,-0.299341124816116,-0.32658519816654
"HS739T_BREAST",1,-0.482992062467805,-0.538091153952658,-0.504839534385152,-0.48011699312862,-0.50778381706749,-0.683181793398938,-0.431010806966193,0.727698912951233,1.11012857067912,-0.609067326189777,-0.524692534802386,-0.505942869789658,-0.478547725668448,0.433552278321374,-0.45413201021812,-0.408861984255616,-0.447542503784446,-0.521671058889307,-0.557597087540026,0.0106616851481132,0.105339048355462,-0.38984415984146,0.903473650004817,0.899878380511254,-0.230742254843486,-0.465823573133146,-0.383623056003365,-0.385070053712067,0.876627621463181,0.214848881792519,-0.404839380757632,-0.299341124816116,-0.32658519816654
"HS766T_PANCREAS",1,-0.489687443726968,-0.485495792932446,-0.487938137391964,-0.460449992326777,0.539783191742034,-0.212312358448104,-0.466807202376471,0.473773979606721,1.16099126754252,-0.347163759820732,-0.462490334683576,-0.37826780893199,-0.431215130738272,0.311795823038985,-0.447556082140908,-0.76976978169311,-0.447542503784446,-0.254497835768932,-0.557597087540026,0.977348458681906,1.05152355838883,-0.368387442855462,0.703501432937462,-0.419035387572204,-0.294264412200355,-0.423994335610183,-0.383623056003365,-0.405147572682579,1.08756379934871,0.592427257199327,-0.365955800245045,-0.299341124816116,-0.32658519816654
"HS840T_UPPER_AERODIGESTIVE_TRACT",1,-0.482992062467805,-0.502528886768564,-0.487938137391964,-0.510915587158838,0.840046773168253,-0.634200511775615,-0.472967853330306,0.912097531840202,0.735106048350857,-0.525328575130767,-0.511773414606646,-0.505942869789658,-0.42469816771889,0.513609234901086,-0.481083670077984,-0.681488356307691,-0.45645509726765,-0.521671058889307,-0.542348530146358,0.608723145203675,-8.90834946819454e-05,-0.422786007698844,0.857217431960322,0.602910134148959,-0.294264412200355,-0.47303360609899,-0.358937308782149,-0.405147572682579,0.571938473651815,0.120871503933137,-0.365955800245045,-0.299341124816116,-0.32658519816654
"HS852T_SKIN",1,-0.482992062467805,-0.496798206962452,-0.447093374707689,-0.505668572794506,-0.573264047499971,-0.664397527519642,-0.485465459882019,1.09875152148905,0.203754175251538,-0.334179221022279,-0.505407625763806,-0.505942869789658,-0.464706611830099,-0.0886302429830412,-0.40320655023004,-0.538980589631238,-0.447542503784446,-0.349027359995145,1.34094596502531,-0.80355716771846,0.534897278427094,-0.479839189497419,0.68468263545059,0.771432446614308,-0.294264412200355,-0.430801942155973,-0.383623056003365,-0.398392026456987,0.702141117822008,-0.280287742776377,-0.373582225066154,-0.299341124816116,-0.32658519816654
"HS936T_SKIN",1,-0.469792300144106,-0.508313886624128,-0.496347000063941,-0.549024565951739,-0.584361139889776,-0.566774534515392,-0.448664908072326,0.167800382614102,0.173260882028768,-0.383016793149561,-0.474469828700243,-0.458563271823608,-0.471594213218117,-0.525011765492955,-0.460771474816118,1.38519924131375,-0.387520457423786,-0.514993964743879,-0.235178830764633,-0.32066666542982,0.523194243842577,-0.218904433137539,-1.26879208576614,-0.246918959606907,-0.275672471102475,0.109873678390941,-0.383623056003365,-0.334140907748285,0.0729328060954974,-0.883351959717769,-0.103242453021858,-0.299341124816116,-0.302801353909071
"HS944T_SKIN",1,-0.482992062467805,-0.447508507951284,-0.431287503417556,-0.413993995672147,-0.455193560276395,-0.599651320987761,-0.466807202376471,0.760038223525089,-0.324069763521051,-0.58410106848953,-0.427805799261102,-0.458563271823608,-0.457883683710421,-0.264679317674681,-0.415588493148654,-0.438303560927842,-0.421324780736995,-0.476152688139968,0.169235926000759,0.0767370491762007,0.428822741737394,-0.336922990351347,0.0291875393955848,0.631003379169758,-0.257441561481787,-0.423994335610183,-0.322801749741615,-0.371992534679245,0.57119991810844,0.474119920888968,-0.343504870200194,-0.190499039785111,-0.302801353909071
"HSC2_UPPER_AERODIGESTIVE_TRACT",1,-0.489687443726968,-0.508313886624128,-0.496347000063941,-0.475137914734195,-0.764212266815222,-0.193528092568804,-0.491804683167919,-0.574715466665824,0.237089040926095,-0.641583928816499,-0.524692534802386,-0.452049047339309,-0.44442706754713,-0.347279084781161,-0.460771474816118,-0.812703688935313,-0.362978970070358,0.367307207449528,-0.512728455893041,-0.0457395754395588,0.0835907034506229,-0.445274359746517,0.0013865134011162,-0.19157121241966,-0.294264412200355,-0.430801942155973,-0.371219078059683,-0.418853856458992,0.195064166514476,0.655840618538883,-0.396909411727144,-0.286773896820397,-0.32658519816654
"HT1197_URINARY_TRACT",1,-0.437852703703831,-0.491120836578152,-0.496347000063941,-0.409545014687683,-0.647688750744532,0.701066716552781,-0.454656771689291,0.780558843543299,0.665203016434889,-0.481628039430216,-0.511773414606646,-0.471776382353245,-0.437791071599977,0.893807329385682,-0.421864146263659,-0.369083315800005,-0.45645509726765,-0.495317762224038,-0.477237059576322,1.29787943992371,0.444248038448374,-0.38984415984146,0.790185633374857,0.507952477367176,-0.213355418231976,-0.417249472874303,-0.383623056003365,-0.346536086096499,0.813572679414729,0.419761727016506,-0.343504870200194,-0.286773896820397,-0.32658519816654
"HT1376_URINARY_TRACT",1,-0.496448146810141,-0.514154246170894,-0.487938137391964,0.281375297701953,-0.548216254671905,-0.610973599727563,-0.425230113130907,0.770247320851232,0.927555110039331,-0.590259530397934,-0.511773414606646,-0.492075603133753,-0.471594213218117,0.249793472058118,-0.460771474816118,0.771275315982633,-0.45645509726765,-0.158315078753475,-0.557597087540026,0.672916105480428,-0.200127683606578,-0.326620207698879,1.243098888115,0.175095821495895,-0.294264412200355,-0.359189859033338,-0.371219078059683,-0.418853856458992,0.686986404436601,-0.181073549380839,-0.365955800245045,-0.299341124816116,-0.32658519816654
"HT144_SKIN",1,-0.4763607528253,-0.485495792932446,-0.504839534385152,-0.48011699312862,-0.440643678464328,-0.380771875984043,-0.472967853330306,0.630277715664119,0.404306795481489,-0.571944572430146,-0.444919852893323,-0.498974910983405,-0.499816653991114,-0.165839012837273,-0.428197640314693,-0.0137597288342122,-0.429979034097809,-0.292834451705065,-0.144482714923817,-0.678482249490331,-0.490599813169035,-0.296245557945187,0.45685587133701,0.682709067837658,-0.294264412200355,-0.437673470824913,-0.371219078059683,-0.411967766265523,0.216504370726345,0.338850362742761,-0.389057571740597,-0.299341124816116,-0.32658519816654
"HT29_LARGE_INTESTINE",1,-0.503275458877791,0.813658074135152,-0.487938137391964,-0.441422683441403,-0.639358997596992,1.00008911162173,-0.511198346510985,-1.70886790072952,0.488037263101835,-0.334179221022279,-0.427805799261102,-0.505942869789658,-0.202796712904736,0.646998438781864,-0.434590051435259,-0.444300146378416,-0.379265023364633,-0.584650739175433,-0.534836012167202,0.404891322936084,0.336615102331018,-0.445274359746517,-0.060453874606415,-0.25728093435015,-0.179518878956392,-0.437673470824913,-0.371219078059683,-0.340311550542908,-0.0453108989835387,-0.177123192487089,-0.33615960795462,-0.286773896820397,-0.32658519816654
"HUCCT1_BILIARY_TRACT",1,-0.482992062467805,-0.514154246170894,-0.504839534385152,-0.560384887561953,0.702068932836685,-0.683181793398938,-0.485465459882019,0.756267109184136,0.795088365593704,-0.609067326189777,-0.505407625763806,-0.445594862644324,-0.405490798161745,0.66485130457339,-0.441042486073361,-0.78671702729762,-0.447542503784446,-0.508376755657329,-0.557597087540026,1.08278152141583,0.819481258279004,-0.468203687859213,0.43635116953108,-0.766369642608345,-0.294264412200355,-0.47303360609899,-0.371219078059683,-0.418853856458992,0.440842142771412,0.614667504499332,-0.358401664898527,-0.299341124816116,-0.234151533234239
"HUH1_LIVER",1,-0.469792300144106,-0.508313886624128,-0.504839534385152,-0.495313644420326,-0.669087110344514,-0.658249784216093,-0.491804683167919,0.344320698900039,0.0664925075550765,-0.628395218582404,-0.524692534802386,-0.48524360667765,0.107591834819582,0.310822820865616,-0.441042486073361,-0.294089240294124,-0.447542503784446,-0.514993964743879,-0.484205677137253,0.778111428126735,0.221237003655783,-0.379066588004441,-0.356372149257016,0.90972265325604,-0.239557928486058,-0.47303360609899,-0.371219078059683,-0.432828907954488,0.37154062051207,-0.144341136015336,-0.350918461447574,-0.299341124816116,-0.291083749877109
"HUPT3_PANCREAS",1,-0.496448146810141,-0.538091153952658,-0.408114333610443,-0.436760999971387,-0.748842567819074,-0.702500280022127,-0.479186899950238,0.257857449351409,0.186862169719716,-0.525328575130767,-0.492857645938036,-0.498974910983405,-0.499816653991114,0.974943670226921,-0.434590051435259,-0.462514546986639,-0.447542503784446,-0.501818366985172,-0.505498102440709,1.04649540346484,0.365853789522949,-0.400721989599967,0.0769221727952584,0.138558700340192,-0.294264412200355,-0.340817033972707,-0.371219078059683,-0.405147572682579,0.32801736917109,0.0256610343305021,-0.381282336292206,-0.299341124816116,-0.32658519816654
"IALM_LUNG",1,-0.496448146810141,-0.514154246170894,-0.487938137391964,-0.366822522599461,-0.504545895199841,-0.520262920730768,-0.436842885420373,0.66602746546046,0.499080801177703,-0.655026283580257,-0.499102754494841,-0.439199621098421,-0.457883683710421,0.628082101067098,-0.428197640314693,-0.0491978909570084,-0.447542503784446,-0.549000622805883,-0.549935064272548,0.700256361209024,0.673497398162938,-0.456682823568931,0.451791661408975,-0.0543952488454019,-0.275672471102475,-0.465823573133146,-0.371219078059683,-0.418853856458992,1.27237782326599,0.657304263537814,-0.220653667049527,-0.299341124816116,-0.279479361180735
"IGR37_SKIN",1,-0.463285523985535,-0.526005354758422,-0.504839534385152,-0.566148857142448,-0.393889646969392,-0.695999551000731,-0.491804683167919,0.42383583345373,-0.181786989018529,-0.435524679414504,-0.499102754494841,-0.478477620881185,-0.437791071599977,-1.1529946078098,-0.460771474816118,-0.115568529117416,0.0600222529691691,-0.508376755657329,-0.379634825828445,-0.478614473613426,0.416640396239865,-0.276425451816355,-0.694848096523247,-0.323715426358724,-0.294264412200355,0.425942268980713,-0.383623056003365,-0.378501299465171,0.582756115202999,-0.971213124244459,-0.358401664898527,-0.299341124816116,-0.302801353909071
"IGR39_SKIN",1,-0.463285523985535,-0.508313886624128,-0.479611313712441,-0.470200854379799,-0.432096429506314,-0.709063818992133,-0.425230113130907,0.833826640815295,0.550599871045616,-0.0464917269360452,-0.480542258964939,-0.48524360667765,-0.45112422560921,-0.54099772482747,-0.373193953282062,-0.320215257249972,-0.438717720531675,-0.508376755657329,-0.512728455893041,0.722120455828313,-0.153477826867723,-0.38984415984146,0.255832769309478,0.343929445604982,-0.196284723502356,-0.423994335610183,-0.371219078059683,-0.432828907954488,0.641121143546733,0.68356926248767,-0.373582225066154,-0.299341124816116,-0.223081916747915
"IPC298_SKIN",1,-0.413320351762245,-0.485495792932446,-0.385553742793382,-0.387793878294441,-0.186012885148026,-0.634200511775615,-0.454656771689291,0.253761804268413,-0.19149081907185,-0.497697273683258,-0.416638514632777,-0.390037398286205,-0.344902677180955,-0.499364672528379,-0.40320655023004,-0.499997708937731,-0.395852687320839,-0.278223798672485,0.204376334397231,-0.785980644914765,-0.136530889725137,-0.479839189497419,-0.615505233257188,0.15582705471602,-0.239557928486058,-0.255294257652504,-0.334730926880453,-0.0659440200678888,0.273504681269009,-1.99797708390659,-0.404839380757632,-0.299341124816116,-0.291083749877109
"ISTMES1_PLEURA",1,-0.184473902911026,-0.496798206962452,-0.504839534385152,-0.516210086461312,-0.534403156541491,-0.435824871700013,-0.448664908072326,0.81493332437774,0.543779164551438,-0.621893023741108,-0.511773414606646,-0.48524360667765,-0.457883683710421,0.254685216085246,-0.397098250098792,-0.363530924364065,-0.308202448434203,-0.563054645206609,-0.520027344522765,0.788365135935005,0.347667922780662,-0.357804942879195,1.41783637420953,0.748881267278983,-0.204781273299274,-0.437673470824913,-0.371219078059683,-0.352815464079469,1.46350142283703,1.24868739706313,-0.350918461447574,-0.299341124816116,-0.279479361180735
"ISTMES2_PLEURA",1,-0.378077168842581,-0.474398888767242,-0.487938137391964,-0.400747282282269,-0.651901808230747,-0.658249784216093,-0.339059970376713,0.2317139708946,0.67534900759208,-0.519714240489107,-0.416638514632777,-0.478477620881185,-0.418239134025961,0.763722296980808,-0.367345584023556,-0.72864798130805,-0.438717720531675,-0.508376755657329,-0.355569523977696,-0.698199547725886,-0.185685829792409,-0.479839189497419,0.929399729560942,0.919070804200583,-0.266512765816306,-0.334793852428904,-0.383623056003365,-0.359150659487429,0.957046598217857,1.52493021837704,-0.350918461447574,-0.299341124816116,-0.291083749877109
"JHH2_LIVER",1,-0.463285523985535,-0.514154246170894,-0.504839534385152,-0.460449992326777,-0.562388174409038,-0.670601415374545,-0.498205753511038,0.870164615567809,0.768344316180195,-0.596472734907684,-0.480542258964939,-0.48524360667765,-0.45112422560921,0.339192787726212,-0.460771474816118,-0.150529841678196,-0.447542503784446,-0.501818366985172,-0.456701789678104,0.579622943025934,1.13288653269274,-0.422786007698844,0.0183285903053941,1.506741316734,-0.266512765816306,-0.437673470824913,-0.383623056003365,-0.418853856458992,0.844913042788824,1.53588981552334,-0.328881426666293,-0.299341124816116,-0.169214373589043
"JHH4_LIVER",1,-0.44412393717846,-0.514154246170894,-0.504839534385152,-0.485138810915989,-0.753917843797623,-0.715691393499605,-0.460703860634012,0.520143089655001,-0.272370976539603,-0.542447330459291,-0.45658129041346,-0.465138663629626,-0.499816653991114,0.224871709706881,-0.46747571570111,-0.243849142007454,-0.447542503784446,-0.376056531479997,-0.542348530146358,1.24860768986759,0.326491497828373,-0.326620207698879,0.168261716762888,0.473865488423749,-0.294264412200355,-0.465823573133146,-0.358937308782149,-0.398392026456987,-2.17845599493862,0.590109360139133,-0.404839380757632,-0.299341124816116,-0.32658519816654
"JHH6_LIVER",1,-0.510170705514339,-0.526005354758422,-0.504839534385152,-0.338670925122003,-0.635241331007663,-0.689560441191017,-0.448664908072326,0.516595262064884,0.289352800294651,-0.525328575130767,-0.468452855194114,-0.478477620881185,-0.471594213218117,0.510839910638041,-0.211680486122714,-0.62920689561875,-0.45645509726765,-0.542072742163299,-0.404476560298632,0.988903641081981,0.0565375182404659,-0.422786007698844,0.369197266751602,0.937194525353307,-0.275672471102475,-0.465823573133146,-0.371219078059683,-0.411967766265523,0.580940382674747,0.676730398943372,-0.389057571740597,-0.299341124816116,-0.279479361180735
"JMSU1_URINARY_TRACT",1,-0.431637715233045,-0.463500154232879,-0.504839534385152,-0.532387288026965,-0.611167356650533,-0.658249784216093,-0.460703860634012,0.590530374022392,0.221236449991292,-0.565944699496887,-0.444919852893323,-0.465138663629626,-0.399199533701707,0.916812388607763,-0.3615465686804,-0.8855931371424,-0.438717720531675,-0.521671058889307,-0.477237059576322,1.37637756559468,0.0423754262073768,-0.379066588004441,1.355410266313,-0.0725175444067182,-0.248457164261644,-0.444610133437773,-0.371219078059683,-0.309979109459117,-0.0186653069254496,-0.0118526476997442,-0.404839380757632,-0.299341124816116,-0.32658519816654
"JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,2.77670242547814,2.39651055156925,1.61814111428212,2.10879678442747,2.414216208889,0.945758818119861,2.57726626033559,-0.219804145071361,-2.03025552195001,2.0727207585877,2.15380027144528,2.03859472987124,1.34717406515939,-2.19317996742742,2.93887183113086,1.73798911625851,0.446381132528679,2.29582674629386,2.35999743366591,-1.22469941733283,-1.96808081206704,0.187840463341988,-1.31924832309058,-0.661311724705094,-0.0551904219552072,-0.228872166599179,0.517294632334882,1.26321568500773,-1.07685577062082,-0.527495830744877,-0.365955800245045,-0.167534843641159,-0.158724831920424
"JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,1.94899783536734,1.90685878798768,2.73955480684401,2.77948255658139,1.76398711863454,2.05449114070832,2.40856673738771,-0.62043149854364,-2.0940951641794,2.006059653185,2.2155062212054,2.38666281933196,3.42291327190213,-2.17062416766925,2.52333444014892,1.56836637181648,2.79204411891146,2.89626645266348,1.78456412014124,-1.46671273343128,-1.96061105311178,1.51362208457202,-1.86978980412885,-2.49073564526906,-0.222008588655644,2.56969579005579,3.33829669205168,3.95465132674777,-1.08856529145365,-2.08737414431874,2.03914889644554,0.278384624053262,4.5929064779237
"K029AX_SKIN",1,-0.463285523985535,0.0924746800427884,-0.479611313712441,-0.500468199174814,-0.42090448354904,-0.646118729729343,-0.41949990634932,0.227353542945636,0.860535742334475,-0.514144642056938,-0.444919852893323,-0.478477620881185,-0.464706611830099,-0.269386505608466,-0.391043768289228,0.988715777921139,-0.412753344467896,-0.333272728645741,0.00634595363009658,-0.551766956408005,0.195288530830373,-0.400721989599967,-0.0699924867317908,0.431575092987891,-0.163047187258412,0.979431094352374,-0.29928049536365,-0.411967766265523,0.395333466959406,0.157919642721948,-0.142399010181091,-0.299341124816116,-0.32658519816654
"KALS1_CENTRAL_NERVOUS_SYSTEM",1,-0.469792300144106,-0.44226973831545,-0.496347000063941,-0.450858987691259,-0.409937516635021,-0.664397527519642,-0.0832048525636695,1.17628140330382,1.23147433982902,-0.347163759820732,-0.439165632738541,-0.465138663629626,-0.42469816771889,0.556175611789925,-0.409369634053275,-0.481075909343422,-0.45645509726765,-0.521671058889307,-0.520027344522765,0.778415456253708,0.705515466788173,-0.357804942879195,0.918587100625992,0.881231827115403,-0.266512765816306,-0.271617888182347,-0.371219078059683,-0.371992534679245,1.2418989113359,0.52377704076376,-0.373582225066154,-0.274330485891872,-0.302801353909071
"KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,2.26765862131662,1.35448479226972,1.68301183192449,2.52281269176672,-0.569614614271886,2.76868346002039,3.27777577618884,-2.03941937967444,-1.85321738395134,2.62444752987793,-0.323834028873226,2.56938471796013,-0.44442706754713,-2.16324589270667,2.36555605988394,2.2753070936398,2.81137331027733,-0.254497835768932,2.43416432321201,-1.44389112490109,-1.94588875749634,3.34212364755451,-1.89300933248654,-2.60321389001131,-0.230742254843486,3.02779016065373,2.60783247686658,3.73826657880025,-2.23697173686091,-1.59646250095204,3.98311725441511,3.00272635055236,-0.32658519816654
"KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,2.30358055808813,2.32352925497435,2.39177544856196,3.00387354377444,2.59447842535861,1.93580737196414,0.000120216807257248,-1.95490857343253,-2.01218365207874,2.52072220490829,1.22147433947117,2.04430677221123,1.49015139902851,-2.13440057428434,1.04166243035335,0.474685368997811,2.5288675524104,2.92932175430521,-0.235178830764633,-1.43831540370878,-1.4095052107984,1.89639953078557,-1.59639582575099,-1.20318261743443,-0.275672471102475,3.14559539983226,-0.135737663813415,2.06532311114685,-2.06807190719953,-1.09869641772314,1.94384140092734,0.5761009867307,3.0352702720109
"KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,1.9493963210422,0.757152472699595,2.40683162559755,2.75122752828937,2.39551580345172,2.04723045971293,1.94515261138697,-2.08492141503268,-2.06144964253288,2.44750218479999,2.40542876616609,2.49797887337381,1.26575353819752,-2.17807172322225,2.11226873194563,-0.651270677318482,1.68727881025241,1.39214206957866,2.20968296938869,-1.45519626753132,-1.91028717496575,2.50411307298629,-1.88712407019925,-0.083896036300293,0.638262276454479,3.39658327339272,2.78960949413662,0.592980517027952,0.255939679140257,-0.451762993467384,2.76544725232555,0.237770320915163,-0.32658519816654
"KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,1.86879668971995,2.6733854070478,2.51684832677332,2.14971471327106,2.57793384280224,1.99423255516989,2.43734523472353,-2.08492141503268,-1.54996686675962,2.13795664560804,2.68505620067596,2.45072023361206,2.13958980562897,-2.17062416766925,0.0607278596485279,2.94778152271088,2.41481647361504,1.53645373972309,2.54216983133248,-1.46671273343128,-1.18423938606806,3.72189215629847,-1.15417954806539,-0.460020883275449,4.16756862712299,2.65517273041142,0.0881318304449715,2.86216502175339,-2.21684040551806,-0.691894599708847,2.00579544727506,-0.299341124816116,1.16770031518239
"KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,1.67189956568156,2.10041673779175,2.42576796538968,2.6593707472105,1.5376722007273,2.06189831568413,1.18664529750389,-2.08062632199588,-2.03638440076878,1.94645892216486,1.83177760287659,2.11808801061854,2.4461701875249,-2.16324589270667,2.0309558194696,1.62968154790772,2.26455740023124,2.69953143702854,2.14223904575179,-1.47844857372799,-1.9386334447032,1.66123262268637,-1.86411567521033,-2.71006440940983,-0.257441561481787,2.61111564315571,2.97547088870472,3.8272073723853,0.436584720377376,-1.320057409782,1.32834055615673,-0.237719342976509,3.96294972056694
"KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,2.59105514399256,2.87527526087006,3.10148514592889,2.30747312123923,2.43896031597474,2.55812850780101,2.95353484509834,-1.96870720888676,-2.05509890087188,2.745457899562,2.79527803461874,2.4080545116012,3.64377601080491,-2.17807172322225,3.20049919224689,2.65802745361599,2.92180787651484,2.50376234912715,3.0408230768421,-1.44389112490109,-1.61928017807874,3.52625359562313,-1.85291784069769,-2.64294178070349,4.61612233710118,3.03147779457809,4.16205774201575,3.09846698433452,-2.25778561479811,-2.24464553976865,3.26120059017571,5.26955799362594,4.91216112650712
"KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,2.03545028713278,1.74305688692806,1.75425632459382,1.56152045150533,1.85650687081738,1.34132492662627,-0.329042913116254,-2.12515987718399,-2.08744343509619,-0.245684307197301,2.49918658639882,-0.360976212311996,1.62092517336412,-1.72781962371242,-0.421864146263659,1.43190955417519,2.1972529592991,1.43118895127447,-0.549935064272548,-1.44951776662624,-1.96061105311178,-0.173041367991186,-1.88129305073221,-2.72948722276642,-0.222008588655644,-0.183590977268062,-0.0856670980203749,0.0540887597772598,-1.76463724350827,-2.23309723663299,-0.300415710998885,-0.274330485891872,-0.0585797768586579
"KLE_ENDOMETRIUM",1,-0.328361041211184,-0.421753086578753,-0.455107449150538,-0.366822522599461,0.0476650649437106,-0.577557633917112,-0.299877911393248,0.689626252281835,0.861130615637222,-0.44049965347653,-0.268513100661559,-0.426581728694076,-0.478547725668448,0.148226039189089,0.259977006523908,-0.673845634301399,-0.228369960249084,-0.555994171542278,-0.410814266734479,0.654053096252163,0.581804095481278,-0.357804942879195,1.17857272399169,0.916274232033875,-0.222008588655644,-0.403943425827954,-0.334730926880453,-0.210370103580096,0.236675146666046,0.23377113570815,-0.314521482990004,-0.167534843641159,-0.32658519816654
"KMBC2_URINARY_TRACT",1,-0.496448146810141,-0.44226973831545,-0.415769027586771,-0.413993995672147,-0.449326963607616,-0.709063818992133,-0.466807202376471,0.32888296322605,1.51739265989763,-0.115103527936439,-0.368603595617553,-0.471776382353245,-0.362554634429684,1.01533936056884,-0.373193953282062,-0.744889058274844,-0.429979034097809,-0.392762464821115,-0.423648346909945,0.500700966270859,1.57487868974143,-0.357804942879195,0.9924552038161,0.0778777777112496,-0.230742254843486,-0.390874999508241,-0.383623056003365,-0.391699913526852,0.241028781207577,0.104117582384752,-0.358401664898527,-0.299341124816116,-0.302801353909071
"KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,-0.401372356305623,-0.479922120265706,1.53395196633685,-0.432136168139446,1.31828681171712,-0.594060170094464,-0.223657311544029,-0.0261611227330066,-0.105095731812253,-0.445510290739409,-0.45658129041346,-0.465138663629626,-0.464706611830099,-2.12735022707226,-0.428197640314693,0.0534698270200079,-0.1174864578748,-0.549000622805883,-0.557597087540026,-1.47255271068031,-1.95321417101544,-0.296245557945187,-1.86411567521033,-0.150425297914001,-0.266512765816306,-0.140949066228572,-0.371219078059683,-0.205224198259829,-0.178324591951529,0.901630425677802,-0.26620636858993,-0.286773896820397,-0.302801353909071
